edinet_code,sec_code,filer_name,field,value,precision,source,source_url,source_qid,query,retrieved_at,notes,error
E04198,9076,セイノーホールディングス株式会社,date_of_establishment,1946-11-01,date,wikidata,https://www.wikidata.org/wiki/Q11314140,Q11314140,,2026-08-15T07:57:14Z,Wikidata P571,
E04206,9060,日本ロジテム株式会社,date_of_establishment,1944-10-19,date,wikidata,https://www.wikidata.org/wiki/Q11507054,Q11507054,,2026-08-15T07:57:14Z,Wikidata P571,
E04209,9057,遠州トラック株式会社,date_of_establishment,1965-08-16,date,wikidata,https://www.wikidata.org/wiki/Q11642074,Q11642074,,2026-08-15T07:57:14Z,Wikidata P571,
E04213,9369,株式会社キユーソー流通システム,date_of_establishment,1966-02-01,date,wikidata,https://www.wikidata.org/wiki/Q11297546,Q11297546,,2026-08-15T07:57:14Z,Wikidata P571,
E04215,9051,センコン物流株式会社,date_of_establishment,1959-10-01,date,wikidata,https://www.wikidata.org/wiki/Q11314675,Q11314675,,2026-08-15T07:57:14Z,Wikidata P571,
E04217,9040,大宝運輸株式会社,date_of_establishment,1951-09-19,date,wikidata,https://www.wikidata.org/wiki/Q11434359,Q11434359,,2026-08-15T07:57:14Z,Wikidata P571,
E04218,9039,株式会社サカイ引越センター,date_of_establishment,1956-03-26,date,wikidata,https://www.wikidata.org/wiki/Q11304384,Q11304384,,2026-08-15T07:57:14Z,Wikidata P571,
E04220,9037,株式会社ハマキョウレックス,date_of_establishment,1971-02-01,date,wikidata,https://www.wikidata.org/wiki/Q11326674,Q11326674,,2026-08-15T07:57:14Z,Wikidata P571,
E04221,9036,東部ネットワーク株式会社,date_of_establishment,1943-12-30,date,wikidata,https://www.wikidata.org/wiki/Q123697139,Q123697139,,2026-08-15T07:57:14Z,Wikidata P571,
E04222,9035,第一交通産業株式会社,date_of_establishment,1965-09-10,date,wikidata,https://www.wikidata.org/wiki/Q11602028,Q11602028,,2026-08-15T07:57:14Z,Wikidata P571,
E04223,9034,南総通運株式会社,date_of_establishment,1942-11-10,date,wikidata,https://www.wikidata.org/wiki/Q11408359,Q11408359,,2026-08-15T07:57:14Z,Wikidata P571,
E04224,2384,ＳＢＳホールディングス株式会社,date_of_establishment,1987-12-16,date,wikidata,https://www.wikidata.org/wiki/Q11242619,Q11242619,,2026-08-15T07:57:14Z,Wikidata P571,
E04228,9029,株式会社ヒガシホールディングス,date_of_establishment,1944-12-20,date,wikidata,https://www.wikidata.org/wiki/Q96313082,Q96313082,,2026-08-15T07:57:14Z,Wikidata P571,
E04230,9028,株式会社ゼロ,date_of_establishment,1961-10-24,date,wikidata,https://www.wikidata.org/wiki/Q11314989,Q11314989,,2026-08-15T07:57:14Z,Wikidata P571,
E04232,9027,株式会社ロジネットジャパン,date_of_establishment,2005-10-03,date,wikidata,https://www.wikidata.org/wiki/Q11350326,Q11350326,,2026-08-15T07:57:14Z,Wikidata P571,
E04233,3232,三重交通グループホールディングス株式会社,date_of_establishment,2006-10-02,date,wikidata,https://www.wikidata.org/wiki/Q11357660,Q11357660,,2026-08-15T07:57:14Z,Wikidata P571,
E04235,9101,日本郵船株式会社,date_of_establishment,1885,year,wikidata,https://www.wikidata.org/wiki/Q1478918,Q1478918,,2026-08-15T07:57:14Z,Wikidata P571,
E04236,9104,株式会社　商船三井,date_of_establishment,1964-04-01,date,wikidata,https://www.wikidata.org/wiki/Q1778084,Q1778084,,2026-08-15T07:57:14Z,Wikidata P571,
E04237,9107,川崎汽船株式会社,date_of_establishment,1919-04-05,date,wikidata,https://www.wikidata.org/wiki/Q425880,Q425880,,2026-08-15T07:57:14Z,Wikidata P571,
E04239,9110,ＮＳユナイテッド海運株式会社,date_of_establishment,1950-04-01,date,wikidata,https://www.wikidata.org/wiki/Q11236018,Q11236018,,2026-08-15T07:57:14Z,Wikidata P571,
E04242,9115,明海グループ株式会社,date_of_establishment,1911-05-10,date,wikidata,https://www.wikidata.org/wiki/Q11512378,Q11512378,,2026-08-15T07:57:14Z,Wikidata P571,
E04243,9119,飯野海運株式会社,date_of_establishment,1918-12-27,date,wikidata,https://www.wikidata.org/wiki/Q11666726,Q11666726,,2026-08-15T07:57:14Z,Wikidata P571,
E04246,9127,玉井商船株式会社,date_of_establishment,1932-03-10,date,wikipedia,https://ja.wikipedia.org/wiki/%E7%8E%89%E4%BA%95%E5%95%86%E8%88%B9,,玉井商船,2026-08-15T08:40:44Z,Wikipedia infobox 設立,
E04247,9363,株式会社大運,date_of_establishment,2007-03,month,wikipedia,https://ja.wikipedia.org/wiki/%E5%A4%A7%E9%81%8B,,大運,2026-08-15T08:40:44Z,Wikipedia infobox 設立,
E04251,9130,共栄タンカー株式会社,date_of_establishment,1949-07-01,date,wikidata,https://www.wikidata.org/wiki/Q96324068,Q96324068,,2026-08-15T07:57:14Z,Wikidata P571,
E04254,9171,栗林商船株式会社,date_of_establishment,1919-03-29,date,wikidata,https://www.wikidata.org/wiki/Q11535994,Q11535994,,2026-08-15T07:57:14Z,Wikidata P571,
E04256,9173,東海汽船株式会社,date_of_establishment,1889-11-14,date,wikidata,https://www.wikidata.org/wiki/Q11527929,Q11527929,,2026-08-15T07:57:14Z,Wikidata P571,
E04272,9201,日本航空株式会社,date_of_establishment,1951-08-01,date,wikidata,https://www.wikidata.org/wiki/Q213140,Q213140,,2026-08-15T07:57:14Z,Wikidata P571,
E04273,9202,ＡＮＡホールディングス株式会社,date_of_establishment,2013-04-01,date,wikidata,https://www.wikidata.org/wiki/Q11189379,Q11189379,,2026-08-15T07:57:14Z,Wikidata P571,
E04275,9233,アジア航測株式会社,date_of_establishment,1949-12-15,date,wikidata,https://www.wikidata.org/wiki/Q11283384,Q11283384,,2026-08-15T07:57:14Z,Wikidata P571,
E04283,9301,三菱倉庫株式会社,date_of_establishment,1887-04-15,date,wikidata,https://www.wikidata.org/wiki/Q6883089,Q6883089,,2026-08-15T07:57:14Z,Wikidata P571,
E04284,9302,三井倉庫ホールディングス株式会社,date_of_establishment,1909-10-11,date,wikidata,https://www.wikidata.org/wiki/Q11354246,Q11354246,,2026-08-15T07:57:14Z,Wikidata P571,
E04285,9303,株式会社住友倉庫,date_of_establishment,1923-08-01,date,wikidata,https://www.wikidata.org/wiki/Q4050345,Q4050345,,2026-08-15T07:57:14Z,Wikidata P571,
E04286,9304,澁澤倉庫株式会社,date_of_establishment,1909-07-15,date,wikidata,https://www.wikidata.org/wiki/Q11565777,Q11565777,,2026-08-15T07:57:14Z,Wikidata P571,
E04287,9306,東陽倉庫株式会社,date_of_establishment,1926-03-13,date,wikidata,https://www.wikidata.org/wiki/Q11528679,Q11528679,,2026-08-15T07:57:14Z,Wikidata P571,
E04288,9308,乾汽船株式会社,date_of_establishment,1925-10-19,date,wikidata,https://www.wikidata.org/wiki/Q11370667,Q11370667,,2026-08-15T07:57:14Z,Wikidata P571,
E04289,9310,日本トランスシティ株式会社,date_of_establishment,1942-12-28,date,wikidata,https://www.wikidata.org/wiki/Q11506702,Q11506702,,2026-08-15T07:57:14Z,Wikidata P571,
E04290,9324,安田倉庫株式会社,date_of_establishment,1919-12-20,date,wikidata,https://www.wikidata.org/wiki/Q11450998,Q11450998,,2026-08-15T07:57:14Z,Wikidata P571,
E04291,9305,株式会社ヤマタネ,date_of_establishment,1937-08-15,date,wikidata,https://www.wikidata.org/wiki/Q11345149,Q11345149,,2026-08-15T07:57:14Z,Wikidata P571,
E04293,9312,ケイヒン株式会社,date_of_establishment,1947-12-17,date,wikidata,https://www.wikidata.org/wiki/Q11301046,Q11301046,,2026-08-15T07:57:14Z,Wikidata P571,
E04294,9307,株式会社杉村倉庫,date_of_establishment,1919-10-29,date,wikidata,https://www.wikidata.org/wiki/Q17218933,Q17218933,,2026-08-15T07:57:14Z,Wikidata P571,
E04296,9313,丸八倉庫株式会社,date_of_establishment,1934-03-22,date,wikipedia,https://ja.wikipedia.org/wiki/%E4%B8%B8%E5%85%AB%E5%80%89%E5%BA%AB,,丸八倉庫,2026-08-15T08:40:44Z,Wikipedia infobox 設立,
E04304,9319,株式会社中央倉庫,date_of_establishment,1927-10-18,date,wikidata,https://www.wikidata.org/wiki/Q11363606,Q11363606,,2026-08-15T07:57:14Z,Wikidata P571,
E04317,9322,川西倉庫株式会社,date_of_establishment,1918-07-15,date,wikidata,https://www.wikidata.org/wiki/Q11479137,Q11479137,,2026-08-15T07:57:14Z,Wikidata P571,
E04321,9351,東洋埠頭株式会社,date_of_establishment,1929-05,month,wikidata,https://www.wikidata.org/wiki/Q11527628,Q11527628,,2026-08-15T07:57:14Z,Wikidata P571,
E04322,9353,櫻島埠頭株式会社,date_of_establishment,1948-02-12,date,wikipedia,https://ja.wikipedia.org/wiki/%E6%AB%BB%E5%B3%B6%E5%9F%A0%E9%A0%AD,,櫻島埠頭,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E04323,9311,アサガミ株式会社,date_of_establishment,1948-11-18,date,wikidata,https://www.wikidata.org/wiki/Q123699063,Q123699063,,2026-08-15T07:57:14Z,Wikidata P571,
E04324,9065,山九株式会社,date_of_establishment,1918-10,month,wikidata,https://www.wikidata.org/wiki/Q11466247,Q11466247,,2026-08-15T07:57:14Z,Wikidata P571,
E04326,9355,株式会社リンコーコーポレーション,date_of_establishment,1905-11-12,date,wikidata,https://www.wikidata.org/wiki/Q11348640,Q11348640,,2026-08-15T07:57:14Z,Wikidata P571,
E04327,9074,日本石油輸送株式会社,date_of_establishment,1946-03-27,date,wikidata,https://www.wikidata.org/wiki/Q11508697,Q11508697,,2026-08-15T07:57:14Z,Wikidata P571,
E04328,9357,名港海運株式会社,date_of_establishment,1949-01-22,date,wikidata,https://www.wikidata.org/wiki/Q11415492,Q11415492,,2026-08-15T07:57:14Z,Wikidata P571,
E04329,9380,東海運株式会社,date_of_establishment,1917-12-02,date,wikidata,https://www.wikidata.org/wiki/Q11527964,Q11527964,,2026-08-15T07:57:14Z,Wikidata P571,
E04330,9359,伊勢湾海運株式会社,date_of_establishment,1949-01-22,date,wikidata,https://www.wikidata.org/wiki/Q11379098,Q11379098,,2026-08-15T07:57:14Z,Wikidata P571,
E04331,8097,三愛オブリ株式会社,date_of_establishment,1952-06-09,date,wikidata,https://www.wikidata.org/wiki/Q7413196,Q7413196,,2026-08-15T07:57:14Z,Wikidata P571,
E04334,9075,福山通運株式会社,date_of_establishment,1948-09-13,date,wikidata,https://www.wikidata.org/wiki/Q11592104,Q11592104,,2026-08-15T07:57:14Z,Wikidata P571,
E04336,9193,東京汽船株式会社,date_of_establishment,1947-05-05,date,wikidata,https://www.wikidata.org/wiki/Q11524949,Q11524949,,2026-08-15T07:57:14Z,Wikidata P571,
E04337,9360,鈴与シンワート株式会社,date_of_establishment,1947-05-29,date,wikidata,https://www.wikidata.org/wiki/Q11648350,Q11648350,,2026-08-15T07:57:14Z,Wikidata P571,
E04339,9361,伏木海陸運送株式会社,date_of_establishment,1944-03-31,date,wikidata,https://www.wikidata.org/wiki/Q11381048,Q11381048,,2026-08-15T07:57:14Z,Wikidata P571,
E04341,9025,鴻池運輸株式会社,date_of_establishment,1945-05-30,date,wikidata,https://www.wikidata.org/wiki/Q11675666,Q11675666,,2026-08-15T07:57:14Z,Wikidata P571,
E04345,9364,株式会社上組,date_of_establishment,1947-02-28,date,wikidata,https://www.wikidata.org/wiki/Q11360025,Q11360025,,2026-08-15T07:57:14Z,Wikidata P571,
E04346,9365,トレーディア株式会社,date_of_establishment,1941-04-01,date,wikidata,https://www.wikidata.org/wiki/Q11322145,Q11322145,,2026-08-15T07:57:14Z,Wikidata P571,
E04348,9726,ＫＮＴ－ＣＴホールディングス株式会社,date_of_establishment,1947-05-26,date,wikidata,https://www.wikidata.org/wiki/Q11228051,Q11228051,,2026-08-15T07:57:14Z,Wikidata P571,
E04353,9366,株式会社サンリツ,date_of_establishment,1948-03-27,date,wikidata,https://www.wikidata.org/wiki/Q11306066,Q11306066,,2026-08-15T07:57:14Z,Wikidata P571,
E04357,9368,キムラユニティー株式会社,date_of_establishment,1973-10-01,date,wikidata,https://www.wikidata.org/wiki/Q11297005,Q11297005,,2026-08-15T07:57:14Z,Wikidata P571,
E04358,9603,株式会社エイチ・アイ・エス,date_of_establishment,1980,year,wikidata,https://www.wikidata.org/wiki/Q1452225,Q1452225,,2026-08-15T07:57:14Z,Wikidata P571,
E04365,9376,株式会社ユーラシア旅行社,date_of_establishment,1986-02-13,date,wikidata,https://www.wikidata.org/wiki/Q11345952,Q11345952,,2026-08-15T07:57:14Z,Wikidata P571,
E04369,9381,株式会社エーアイテイー,date_of_establishment,1988-02-01,date,wikidata,https://www.wikidata.org/wiki/Q11291509,Q11291509,,2026-08-15T07:57:14Z,Wikidata P571,
E04375,9401,株式会社ＴＢＳホールディングス,date_of_establishment,1951-05-17,date,wikidata,https://www.wikidata.org/wiki/Q605233,Q605233,,2026-08-15T07:57:14Z,Wikidata P571,
E04376,9402,中部日本放送株式会社,date_of_establishment,1951,year,wikidata,https://www.wikidata.org/wiki/Q528448,Q528448,,2026-08-15T07:57:14Z,Wikidata P571,
E04380,9405,朝日放送グループホールディングス株式会社,date_of_establishment,1951-03-15,date,wikidata,https://www.wikidata.org/wiki/Q1064900,Q1064900,,2026-08-15T07:57:14Z,Wikidata P571,
E04382,9407,株式会社ＲＫＢ毎日ホールディングス,date_of_establishment,1951-06-29,date,wikidata,https://www.wikidata.org/wiki/Q22122879,Q22122879,,2026-08-15T07:57:14Z,Wikidata P571,
E04399,9408,株式会社ＢＳＮメディアホールディングス,date_of_establishment,1952-10-14,date,wikipedia,https://ja.wikipedia.org/wiki/BSN%E3%83%A1%E3%83%87%E3%82%A3%E3%82%A2%E3%83%9B%E3%83%BC%E3%83%AB%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0%E3%82%B9,,BSNメディアホールディングス,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E04410,9404,日本テレビホールディングス株式会社,date_of_establishment,1952-10-15,date,wikidata,https://www.wikidata.org/wiki/Q11086747,Q11086747,,2026-08-15T07:57:14Z,Wikidata P571,
E04414,9409,株式会社テレビ朝日ホールディングス,date_of_establishment,1957-11-01,date,wikidata,https://www.wikidata.org/wiki/Q17199570,Q17199570,,2026-08-15T07:57:14Z,Wikidata P571,
E04425,9433,ＫＤＤＩ株式会社,date_of_establishment,1984,year,wikidata,https://www.wikidata.org/wiki/Q971946,Q971946,,2026-08-15T07:57:14Z,Wikidata P571,
E04426,9434,ソフトバンク株式会社,date_of_establishment,1984-10,month,wikidata,https://www.wikidata.org/wiki/Q2214105,Q2214105,,2026-08-15T07:57:14Z,Wikidata P571,
E04427,4839,株式会社ＷＯＷＯＷ,date_of_establishment,1991,year,wikidata,https://www.wikidata.org/wiki/Q775216,Q775216,,2026-08-15T07:57:14Z,Wikidata P571,
E04430,9432,ＮＴＴ株式会社,date_of_establishment,1985-04-01,date,wikidata,https://www.wikidata.org/wiki/Q1054787,Q1054787,,2026-08-15T07:57:14Z,Wikidata P571,
E04460,9436,沖縄セルラー電話株式会社,date_of_establishment,1991-06-01,date,wikidata,https://www.wikidata.org/wiki/Q1960157,Q1960157,,2026-08-15T07:57:14Z,Wikidata P571,
E04462,4676,株式会社フジ・メディア・ホールディングス,date_of_establishment,1957-11-18,date,wikidata,https://www.wikidata.org/wiki/Q10954015,Q10954015,,2026-08-15T07:57:14Z,Wikidata P571,
E04473,9424,日本通信株式会社,date_of_establishment,1996-05-24,date,wikidata,https://www.wikidata.org/wiki/Q11509228,Q11509228,,2026-08-15T07:57:14Z,Wikidata P571,
E04476,9445,株式会社フォーバルテレコム,date_of_establishment,1995-04-05,date,wikidata,https://www.wikidata.org/wiki/Q11333000,Q11333000,,2026-08-15T07:57:14Z,Wikidata P571,
E04478,4838,スペースシャワーＳＫＩＹＡＫＩホールディングス株式会社,date_of_establishment,1996-12-24,date,wikidata,https://www.wikidata.org/wiki/Q11312991,Q11312991,,2026-08-15T07:57:14Z,Wikidata P571,
E04496,3834,株式会社朝日ネット,date_of_establishment,1990-04-02,date,wikidata,https://www.wikidata.org/wiki/Q11517439,Q11517439,,2026-08-15T07:57:14Z,Wikidata P571,
E04497,9412,スカパーＪＳＡＴ株式会社,date_of_establishment,2007-04-02,date,wikidata,https://www.wikidata.org/wiki/Q845363,Q845363,,2026-08-15T07:57:14Z,Wikidata P571,
E04498,9501,東京電力ホールディングス株式会社,date_of_establishment,1951-05-01,date,wikidata,https://www.wikidata.org/wiki/Q333894,Q333894,,2026-08-15T07:57:14Z,Wikidata P571,
E04499,9503,関西電力株式会社,date_of_establishment,1951-05-01,date,wikidata,https://www.wikidata.org/wiki/Q1365015,Q1365015,,2026-08-15T07:57:14Z,Wikidata P571,
E04500,9509,北海道電力株式会社,date_of_establishment,1951-05-01,date,wikidata,https://www.wikidata.org/wiki/Q742449,Q742449,,2026-08-15T07:57:14Z,Wikidata P571,
E04501,9506,東北電力株式会社,date_of_establishment,1951-05-01,date,wikidata,https://www.wikidata.org/wiki/Q592765,Q592765,,2026-08-15T07:57:14Z,Wikidata P571,
E04502,9502,中部電力株式会社,date_of_establishment,1951,year,wikidata,https://www.wikidata.org/wiki/Q1091203,Q1091203,,2026-08-15T07:57:14Z,Wikidata P571,
E04503,9505,北陸電力株式会社,date_of_establishment,1951,year,wikidata,https://www.wikidata.org/wiki/Q742461,Q742461,,2026-08-15T07:57:14Z,Wikidata P571,
E04504,9504,中国電力株式会社,date_of_establishment,1951,year,wikidata,https://www.wikidata.org/wiki/Q73171,Q73171,,2026-08-15T07:57:14Z,Wikidata P571,
E04505,9507,四国電力株式会社,date_of_establishment,1951-05-01,date,wikidata,https://www.wikidata.org/wiki/Q388455,Q388455,,2026-08-15T07:57:14Z,Wikidata P571,
E04506,9508,九州電力株式会社,date_of_establishment,1951-05-01,date,wikidata,https://www.wikidata.org/wiki/Q694507,Q694507,,2026-08-15T07:57:14Z,Wikidata P571,
E04509,9511,沖縄電力株式会社,date_of_establishment,1972-05-15,date,wikidata,https://www.wikidata.org/wiki/Q2017226,Q2017226,,2026-08-15T07:57:14Z,Wikidata P571,
E04510,9513,電源開発株式会社,date_of_establishment,1952,year,wikidata,https://www.wikidata.org/wiki/Q3805077,Q3805077,,2026-08-15T07:57:14Z,Wikidata P571,
E04511,9534,北海道瓦斯株式会社,date_of_establishment,1911-07-12,date,wikidata,https://www.wikidata.org/wiki/Q11402466,Q11402466,,2026-08-15T07:57:14Z,Wikidata P571,
E04514,9531,東京瓦斯株式会社,date_of_establishment,1895-10-01,date,wikidata,https://www.wikidata.org/wiki/Q1813910,Q1813910,,2026-08-15T07:57:14Z,Wikidata P571,
E04515,9539,京葉瓦斯株式会社,date_of_establishment,1927-01-08,date,wikidata,https://www.wikidata.org/wiki/Q11374726,Q11374726,,2026-08-15T07:57:14Z,Wikidata P571,
E04516,9543,静岡ガス株式会社,date_of_establishment,1910-04-16,date,wikidata,https://www.wikidata.org/wiki/Q11662902,Q11662902,,2026-08-15T07:57:14Z,Wikidata P571,
E04517,9533,東邦瓦斯株式会社,date_of_establishment,1922-06-26,date,wikidata,https://www.wikidata.org/wiki/Q11528430,Q11528430,,2026-08-15T07:57:14Z,Wikidata P571,
E04519,9537,北陸瓦斯株式会社,date_of_establishment,1913-06-02,date,wikidata,https://www.wikidata.org/wiki/Q11404389,Q11404389,,2026-08-15T07:57:14Z,Wikidata P571,
E04520,9532,大阪瓦斯株式会社,date_of_establishment,1897-04-15,date,wikidata,https://www.wikidata.org/wiki/Q385775,Q385775,,2026-08-15T07:57:14Z,Wikidata P571,
E04521,9535,広島ガス株式会社,date_of_establishment,1909-10,month,wikidata,https://www.wikidata.org/wiki/Q11484422,Q11484422,,2026-08-15T07:57:14Z,Wikidata P571,
E04523,9536,西部ガスホールディングス株式会社,date_of_establishment,1930-12-01,date,wikidata,https://www.wikidata.org/wiki/Q11629593,Q11629593,,2026-08-15T07:57:14Z,Wikidata P571,
E04535,9701,株式会社東京會舘,date_of_establishment,1920-04-24,date,wikidata,https://www.wikidata.org/wiki/Q11524914,Q11524914,,2026-08-15T07:57:14Z,Wikidata P571,
E04538,9704,株式会社アゴーラホスピタリティーグループ,date_of_establishment,1948,year,wikipedia,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%82%B4%E3%83%BC%E3%83%A9%E3%83%BB%E3%83%9B%E3%82%B9%E3%83%94%E3%82%BF%E3%83%AA%E3%83%86%E3%82%A3%E3%83%BC%E3%83%BB%E3%82%B0%E3%83%AB%E3%83%BC%E3%83%97,,アゴーラ・ホスピタリティー・グループ,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E04539,9708,株式会社帝国ホテル,date_of_establishment,1887-12-14,date,wikidata,https://www.wikidata.org/wiki/Q17049674,Q17049674,,2026-08-15T07:57:14Z,Wikidata P571,
E04540,9713,株式会社ロイヤルホテル,date_of_establishment,1932-03-14,date,wikidata,https://www.wikidata.org/wiki/Q39972080,Q39972080,,2026-08-15T07:57:14Z,Wikidata P571,
E04550,9723,株式会社京都ホテル,date_of_establishment,1927-06-07,date,wikidata,https://www.wikidata.org/wiki/Q11374823,Q11374823,,2026-08-15T07:57:14Z,Wikidata P571,
E04560,9722,藤田観光株式会社,date_of_establishment,1955-11-07,date,wikidata,https://www.wikidata.org/wiki/Q11624896,Q11624896,,2026-08-15T07:57:14Z,Wikidata P571,
E04566,9720,株式会社ホテル、ニューグランド,date_of_establishment,1927,year,wikidata,https://www.wikidata.org/wiki/Q5911779,Q5911779,,2026-08-15T07:57:14Z,Wikidata P571,
E04582,9601,松竹株式会社,date_of_establishment,1895,year,wikidata,https://www.wikidata.org/wiki/Q122549,Q122549,,2026-08-15T07:57:14Z,Wikidata P571,
E04583,9602,東宝株式会社,date_of_establishment,1932-08-08,date,wikidata,https://www.wikidata.org/wiki/Q875920,Q875920,,2026-08-15T07:57:14Z,Wikidata P571,
E04585,9605,東映株式会社,date_of_establishment,1950-10-01,date,wikidata,https://www.wikidata.org/wiki/Q1066018,Q1066018,,2026-08-15T07:57:14Z,Wikidata P571,
E04589,9633,東京テアトル株式会社,date_of_establishment,1946-06-28,date,wikidata,https://www.wikidata.org/wiki/Q11524231,Q11524231,,2026-08-15T07:57:14Z,Wikidata P571,
E04591,9635,武蔵野興業株式会社,date_of_establishment,1920-05-15,date,wikidata,https://www.wikidata.org/wiki/Q11546432,Q11546432,,2026-08-15T07:57:14Z,Wikidata P571,
E04592,9636,株式会社きんえい,date_of_establishment,1937-05-12,date,wikidata,https://www.wikidata.org/wiki/Q11265212,Q11265212,,2026-08-15T07:57:14Z,Wikidata P571,
E04596,9643,中日本興業株式会社,date_of_establishment,1954-07-23,date,wikidata,https://www.wikidata.org/wiki/Q11365096,Q11365096,,2026-08-15T07:57:14Z,Wikidata P571,
E04599,9632,スバル興業株式会社,date_of_establishment,1946-02-09,date,wikidata,https://www.wikidata.org/wiki/Q11312647,Q11312647,,2026-08-15T07:57:14Z,Wikidata P571,
E04603,9672,東京都競馬株式会社,date_of_establishment,1949-12-20,date,wikidata,https://www.wikidata.org/wiki/Q11525646,Q11525646,,2026-08-15T07:57:14Z,Wikidata P571,
E04606,9661,株式会社歌舞伎座,date_of_establishment,1949,year,wikidata,https://www.wikidata.org/wiki/Q125676659,Q125676659,,2026-08-15T07:57:14Z,Wikidata P571,
E04609,9664,株式会社御園座,date_of_establishment,1896-06-19,date,wikidata,https://www.wikidata.org/wiki/Q4410400,Q4410400,,2026-08-15T07:57:14Z,Wikidata P571,
E04691,9679,ホウライ株式会社,date_of_establishment,1928-01-16,date,wikidata,https://www.wikidata.org/wiki/Q11337636,Q11337636,,2026-08-15T07:57:14Z,Wikidata P571,
E04693,9656,グリーンランドリゾート株式会社,date_of_establishment,1980-01-10,date,wikidata,https://www.wikidata.org/wiki/Q10855658,Q10855658,,2026-08-15T07:57:14Z,Wikidata P571,
E04704,4650,ＳＤエンターテイメント株式会社,date_of_establishment,1954-05-26,date,wikidata,https://www.wikidata.org/wiki/Q11301496,Q11301496,,2026-08-15T07:57:14Z,Wikidata P571,
E04707,4661,株式会社オリエンタルランド,date_of_establishment,1960,year,wikidata,https://www.wikidata.org/wiki/Q868679,Q868679,,2026-08-15T07:57:14Z,Wikidata P571,
E04710,4680,株式会社ラウンドワン,date_of_establishment,1980-12-25,date,wikidata,https://www.wikidata.org/wiki/Q11346634,Q11346634,,2026-08-15T07:57:14Z,Wikidata P571,
E04727,2340,株式会社　極楽湯ホールディングス,date_of_establishment,1980-04-10,date,wikidata,https://www.wikidata.org/wiki/Q11541499,Q11541499,,2026-08-15T07:57:14Z,Wikidata P571,
E04751,2157,株式会社コシダカホールディングス,date_of_establishment,2000-03-21,date,wikidata,https://www.wikidata.org/wiki/Q11302042,Q11302042,,2026-08-15T07:57:14Z,Wikidata P571,
E04754,9731,株式会社白洋舍,date_of_establishment,1906,year,wikidata,https://www.wikidata.org/wiki/Q11579995,Q11579995,,2026-08-15T07:57:14Z,Wikidata P571,
E04760,4324,株式会社電通グループ,date_of_establishment,1901-07-01,date,wikipedia,https://ja.wikipedia.org/wiki/%E9%9B%BB%E9%80%9A%E3%82%B0%E3%83%AB%E3%83%BC%E3%83%97,,電通グループ,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E04762,8591,オリックス株式会社,date_of_establishment,1964-04-17,date,wikidata,https://www.wikidata.org/wiki/Q906055,Q906055,,2026-08-15T07:57:14Z,Wikidata P571,
E04764,9765,株式会社オオバ,date_of_establishment,1947-10-01,date,wikidata,https://www.wikidata.org/wiki/Q17223097,Q17223097,,2026-08-15T07:57:14Z,Wikidata P571,
E04768,8584,株式会社ジャックス,date_of_establishment,1948-12-23,date,wikidata,https://www.wikidata.org/wiki/Q11309831,Q11309831,,2026-08-15T07:57:14Z,Wikidata P571,
E04773,9735,セコム株式会社,date_of_establishment,1962,year,wikidata,https://www.wikidata.org/wiki/Q858957,Q858957,,2026-08-15T07:57:14Z,Wikidata P571,
E04775,8585,株式会社オリエントコーポレーション,date_of_establishment,1951-03-15,date,wikidata,https://www.wikidata.org/wiki/Q11292572,Q11292572,,2026-08-15T07:57:14Z,Wikidata P571,
E04777,9763,丸建リース株式会社,date_of_establishment,1968-11-01,date,wikidata,https://www.wikidata.org/wiki/Q11368422,Q11368422,,2026-08-15T07:57:14Z,Wikidata P571,
E04783,8179,ロイヤルホールディングス株式会社,date_of_establishment,1950-04-04,date,wikidata,https://www.wikidata.org/wiki/Q11350142,Q11350142,,2026-08-15T07:57:14Z,Wikidata P571,
E04784,8181,株式会社東天紅,date_of_establishment,1948,year,wikipedia,https://ja.wikipedia.org/wiki/%E6%9D%B1%E5%A4%A9%E7%B4%85%20%28%E4%BC%81%E6%A5%AD%29,,東天紅 (企業),2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E04788,8593,三菱ＨＣキャピタル株式会社,date_of_establishment,1971-04-12,date,wikidata,https://www.wikidata.org/wiki/Q11357003,Q11357003,,2026-08-15T07:57:14Z,Wikidata P571,
E04795,9768,いであ株式会社,date_of_establishment,1968-09-24,date,wikidata,https://www.wikidata.org/wiki/Q11259772,Q11259772,,2026-08-15T07:57:14Z,Wikidata P571,
E04796,9769,株式会社学究社,date_of_establishment,1976-10-06,date,wikidata,https://www.wikidata.org/wiki/Q11198307,Q11198307,,2026-08-15T07:57:14Z,Wikidata P571,
E04799,9740,セントラル警備保障株式会社,date_of_establishment,1972-04-19,date,wikidata,https://www.wikidata.org/wiki/Q11314810,Q11314810,,2026-08-15T07:57:14Z,Wikidata P571,
E04800,9761,東海リース株式会社,date_of_establishment,1968,year,wikipedia,https://ja.wikipedia.org/wiki/%E6%9D%B1%E6%B5%B7%E3%83%AA%E3%83%BC%E3%82%B9,,東海リース,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
